OCCUPANT  ID,BUSINESS NAME,ADDRESS NUMBER,STREET PREFIX,STREET NAME,STREET TYPE,FULL ADDRESS,APARTMENT/SUITE,CITY,STATE,ZIP CODE,INSPECTION DATE,INSPECTION TYPE CODE,INSPECTION TYPE DESCRIPTION,INSPECTION VIOLATION CODE,INSPECTION VIOLATION DESCRIPTION,GEOLOCATION
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,8/29/2019,OCC,Occupancy,1:10.12.1,Posting Of Address,POINT (-91.16002 30.450634)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,11/5/2020,REG,Annual Inspection,1:10.12.1,Posting Of Address,POINT (-91.16002 30.450634)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,8/29/2019,OCC,Occupancy,10:6.3.1,Maintenance,POINT (-91.16002 30.450634)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,11/5/2020,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.16002 30.450634)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,9/22/2017,HOOD,Hood Inspection,10:6.3.1,Maintenance,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,4/13/2011,OCC,Occupancy,10:6.3.1,Maintenance,POINT (-91.187665 30.449324)
98,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Paint Shop,Baton Rouge,LA,70802,9/17/2010,IMPAR,Impairment Notification,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,9/17/2010,IMPAR,Impairment Notification,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
98,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Paint Shop,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
98,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Paint Shop,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
98,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Paint Shop,Baton Rouge,LA,70802,10/12/2011,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,4/20/2011,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,9/17/2010,IMPAR,Impairment Notification,25:5.4.1.8,Painted Sprinklers,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,25:5.4.1.8,Painted Sprinklers,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:5.4.1.8,Painted Sprinklers,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:5.4.1.8,Painted Sprinklers,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,4/20/2011,REG,Annual Inspection,25:5.4.1.8,Painted Sprinklers,POINT (-91.187444 30.470397)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,8/29/2019,OCC,Occupancy,7.1.10.1*,General.,POINT (-91.16002 30.450634)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,11/5/2020,REG,Annual Inspection,7.1.10.1*,General.,POINT (-91.16002 30.450634)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,9/22/2017,HOOD,Hood Inspection,7.10.1.1,Where Required.,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,4/13/2011,OCC,Occupancy,7.10.1.1,Where Required.,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,9/22/2017,HOOD,Hood Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,4/13/2011,OCC,Occupancy,7.10.5.2.1,Every Sign Required,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,9/22/2017,HOOD,Hood Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,4/13/2011,OCC,Occupancy,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.187665 30.449324)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,8/29/2019,OCC,Occupancy,9.1.2,Electrical Systems.,POINT (-91.16002 30.450634)
6384,K-Danise Studio,329,,ATKINSON,ST,329 ATKINSON ST,,Baton Rouge,LA,70802,11/5/2020,REG,Annual Inspection,9.1.2,Electrical Systems.,POINT (-91.16002 30.450634)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,9/22/2017,HOOD,Hood Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187665 30.449324)
1770,Cafe Mimi,329,,FLORIDA,BL,329 FLORIDA BL,,Baton Rouge,LA,70817,4/13/2011,OCC,Occupancy,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.187665 30.449324)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,9/17/2010,IMPAR,Impairment Notification,MISC,Miscellaneous Provisions,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.187444 30.470397)
1680,City of Baton Rouge,329,,CHIPPEWA,ST,329 CHIPPEWA ST,Fueling Station,Baton Rouge,LA,70802,4/20/2011,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.187444 30.470397)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,6/16/2009,INT,Interior Renovation,7.2.2.4.4.7,New Handrails,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,7/23/2009,INT,Interior Renovation,7.2.2.4.4.7,New Handrails,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,1/10/2013,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,8/13/2020,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,1/11/2019,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,12/3/2018,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,10/26/2017,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,1/28/2016,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,9/21/2011,FACP,Fire Alarm Inspection,MISC,Miscellaneous Provisions,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,6/16/2009,INT,Interior Renovation,NOTREADY,Not ready for final,POINT (-91.169113 30.445299000000002)
7034,Dufrocq Elementary School,330,S,19th,ST,330 S 19th ST,,Baton Rouge,LA,70802,7/23/2009,INT,Interior Renovation,NOTREADY,Not ready for final,POINT (-91.169113 30.445299000000002)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,7/11/2012,INT,Interior Renovation,12.2.10.1,Means Of Egress,POINT (-91.188286 30.449874)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,8/2/2012,INT,Interior Renovation,12.2.10.1,Means Of Egress,POINT (-91.188286 30.449874)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,8/2/2012,INT,Interior Renovation,12.2.2.2.3,Door,POINT (-91.188286 30.449874)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,7/11/2012,INT,Interior Renovation,12.2.2.2.3,Door,POINT (-91.188286 30.449874)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,9/17/2010,IMPAR,Impairment Notification,25:4.1.4,Deficiencies,POINT (-91.187245 30.470514)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,5/17/2011,REG,Annual Inspection,25:4.1.4,Deficiencies,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,25:5.2.1.1.1,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:5.2.1.1.1,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/20/2012,IMPAR,Impairment Notification,25:5.2.1.1.1,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:5.2.1.1.1,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/8/2012,IMPAR,Impairment Notification,25:5.2.1.1.1,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,25:5.2.1.1.2,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,25:5.2.1.1.2,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/20/2012,IMPAR,Impairment Notification,25:5.2.1.1.2,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,25:5.2.1.1.2,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/8/2012,IMPAR,Impairment Notification,25:5.2.1.1.2,Sprinklers,POINT (-91.18724500000002 30.470514000000005)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,7/11/2012,INT,Interior Renovation,9.6.5.1,Nfpa 72,POINT (-91.188286 30.449874)
10918,City Bar,333,,THIRD,ST,333 THIRD ST,,BATON ROUGE,LA,70802,8/2/2012,INT,Interior Renovation,9.6.5.1,Nfpa 72,POINT (-91.188286 30.449874)
1561,The Vintage,333,,LAUREL,ST,333 LAUREL ST,110,Baton Rouge,LA,70801,12/24/2019,OCC,Occupancy,LOCKEDOUT,Locked Out,POINT (-91.188024 30.450393)
1561,The Vintage,333,,LAUREL,ST,333 LAUREL ST,110,Baton Rouge,LA,70801,6/15/2020,REG,Annual Inspection,LOCKEDOUT,Locked Out,POINT (-91.188024 30.450393)
12786,A T & T Building,333,N,6th,ST,333 N 6th ST,Basement,Baton Rouge,LA,70802,2/13/2020,REG,Annual Inspection,LOCKEDOUT,Locked Out,POINT (-91.184673 30.449612)
12786,A T & T Building,333,N,6th,ST,333 N 6th ST,Basement,Baton Rouge,LA,70802,4/11/2019,REG,Annual Inspection,LOCKEDOUT,Locked Out,POINT (-91.184673 30.449612000000002)
12786,A T & T Building,333,N,6th,ST,333 N 6th ST,Basement,Baton Rouge,LA,70802,5/1/2018,REG,Annual Inspection,LOCKEDOUT,Locked Out,POINT (-91.184673 30.449612000000002)
12786,A T & T Building,333,N,6th,ST,333 N 6th ST,Basement,Baton Rouge,LA,70802,10/9/2009,INT,Interior Renovation,LOCKEDOUT,Locked Out,POINT (-91.184673 30.449612000000002)
532,AT & T,333,N,6TH,ST,333 N 6TH ST,,Baton Rouge,LA,70808,8/14/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.184673 30.449612)
532,AT & T,333,N,6TH,ST,333 N 6TH ST,,Baton Rouge,LA,70808,8/14/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.184673 30.449612)
532,AT & T,333,N,6TH,ST,333 N 6TH ST,,Baton Rouge,LA,70808,6/14/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.184673 30.449612000000002)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/3/2014,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/28/2013,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/20/2012,IMPAR,Impairment Notification,MISC,Miscellaneous Provisions,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,11/6/2012,REG,Annual Inspection,MISC,Miscellaneous Provisions,POINT (-91.18724500000002 30.470514000000005)
3237,City Parish Central Garage,333,,CHIPPEWA,ST,333 CHIPPEWA ST,,Baton Rouge,LA,70802,2/8/2012,IMPAR,Impairment Notification,MISC,Miscellaneous Provisions,POINT (-91.18724500000002 30.470514000000005)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/12/2019,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/6/2020,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/13/2018,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,1/28/2016,INT,Interior Renovation,10:6.3.1,Maintenance,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/12/2019,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/6/2020,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/13/2018,REG,Annual Inspection,7.10.5.2.1,Every Sign Required,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,1/28/2016,INT,Interior Renovation,7.10.5.2.1,Every Sign Required,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/12/2019,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/6/2020,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/13/2018,REG,Annual Inspection,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,1/28/2016,INT,Interior Renovation,7.9.1.1*,Emergency Lighting Facilities,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/12/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/6/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,11/13/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.188284 30.449831)
24959,Cordon Rouge Bistro,334,,THIRD,ST,334 THIRD ST,A,Baton Rouge,LA,70801,1/28/2016,INT,Interior Renovation,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.188284 30.449831)
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,10/2/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,10/2/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,3/27/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,3/27/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,5/1/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,5/1/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,9/5/2011,FAINV,Fire Alarm Investigation,LRS 40:1646,Annual Inspection of Life Safety Equipment,
17052,Mentorship Academy,339,,FLORIDA,BL,339 FLORIDA BL,,Baton Rouge,LA,70802,5/20/2009,IMPAR,Impairment Notification,LRS 40:1646,Annual Inspection of Life Safety Equipment,
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,10/2/2020,REG,Annual Inspection,7.1.10.1*,General.,POINT (-91.18747 30.449329)
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,3/27/2019,REG,Annual Inspection,7.1.10.1*,General.,POINT (-91.18747 30.449329000000002)
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,5/1/2018,REG,Annual Inspection,7.1.10.1*,General.,POINT (-91.18747 30.449329000000002)
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,9/19/2017,REG,Annual Inspection,7.1.10.1*,General.,POINT (-91.18747 30.449329000000002)
20277,Fresh Bowls,340,,FLORIDA,BL,340 FLORIDA BL,B,Baton Rouge,LA,70802,10/2/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,10/2/2020,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.18747 30.449329)
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,3/27/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.18747 30.449329000000002)
20277,Fresh Bowls,340,,FLORIDA,BL,340 FLORIDA BL,B,Baton Rouge,LA,70802,3/27/2019,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,5/1/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.18747 30.449329000000002)
20277,Fresh Bowls,340,,FLORIDA,BL,340 FLORIDA BL,B,Baton Rouge,LA,70802,5/1/2018,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
20277,Fresh Bowls,340,,FLORIDA,BL,340 FLORIDA BL,B,Baton Rouge,LA,70802,9/19/2017,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,
1751,"McGlynn, Gleason & Mouton",340,,FLORIDA,ST,340 FLORIDA ST,A,BATON ROUGE,LA,70802,9/19/2017,REG,Annual Inspection,LRS 40:1646,Annual Inspection of Life Safety Equipment,POINT (-91.18747 30.449329000000002)
20277,Fresh Bowls,340,,FLORIDA,BL,340 FLORIDA BL,B,Baton Rouge,LA,70802,9/25/2015,OCC,Occupancy,LRS 40:1646,Annual Inspection of Life Safety Equipment,
6038,Reggies Automotive,343,,LOFASO,ST,343 LOFASO ST,,Baton Rouge,LA,70806,11/14/2019,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.149686 30.451462)
2024,DeBenedetto Investments - RESIDENCE,343,,ROYAL,ST,343 ROYAL ST,,Baton Rouge,LA,70802,10/30/2018,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.184567 30.444323)
2024,DeBenedetto Investments - RESIDENCE,343,,ROYAL,ST,343 ROYAL ST,,Baton Rouge,LA,70802,8/27/2019,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.184567 30.444323)
2024,DeBenedetto Investments - RESIDENCE,343,,ROYAL,ST,343 ROYAL ST,,Baton Rouge,LA,70802,11/30/2017,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.184567 30.444323)
2024,DeBenedetto Investments - RESIDENCE,343,,ROYAL,ST,343 ROYAL ST,,Baton Rouge,LA,70802,10/10/2017,OCC,Occupancy,10:6.3.1,Maintenance,POINT (-91.184567 30.444323)
6038,Reggies Automotive,343,,LOFASO,ST,343 LOFASO ST,,Baton Rouge,LA,70806,10/2/2020,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.149686 30.451462)
2024,DeBenedetto Investments - RESIDENCE,343,,ROYAL,ST,343 ROYAL ST,,Baton Rouge,LA,70802,11/12/2020,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.184567 30.444323)
6038,Reggies Automotive,343,,LOFASO,ST,343 LOFASO ST,,Baton Rouge,LA,70806,11/5/2018,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.149686 30.451462)
6038,Reggies Automotive,343,,LOFASO,ST,343 LOFASO ST,,Baton Rouge,LA,70806,10/18/2017,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.149686 30.451462)
6038,Reggies Automotive,343,,LOFASO,ST,343 LOFASO ST,,Baton Rouge,LA,70806,10/5/2016,REG,Annual Inspection,10:6.3.1,Maintenance,POINT (-91.149686 30.451462)
